tr,lsa
0.104441321398,0.382547560331
0.120864513321,0.0718943052534
0.473982411576,0.358407837793
0.0861996781773,0.164071036533
0.33674214748,0.324090199274
0.22620423053,0.4518697647
0.266783850567,0.438139299465
0.350154702297,0.339908334043
0.401419086714,0.421602761622
0.512992432989,0.442322786047
0.509732483866,0.678985227755
0.113645465087,0.246394229341
0.38492562625,0.198387128122
0.180017688098,0.159753245003
0.670789368366,0.658798323062
0.126041703322,0.132077115902
0.556908361539,0.395274502397
0.470574892645,0.474526071815
0.168658269904,0.206068882833
0.0323386336249,0.206832567862
0.17072134061,0.191028371498
0.331678066762,0.451588505954
0.349897476915,0.334002592397
0.251467360715,0.264069486698
0.19371523673,0.433987199952
0.431621992125,0.438723882316
0.542528361749,0.540523667423
0.475888929096,0.1570801422
0.0739059912962,0.0581734337168
0.340742292895,0.292853669458
0.207215260582,0.63213939862
0.463873388456,0.421786164633
0.407894374761,0.425376044184
0.0873685143626,0.205112081033
0.741282832835,0.402761747728
0.542333671859,0.542333671859
0.119329686613,0.260928999399
0.153403004073,0.367343131647
0.255044675704,0.243197297351
0.146909220705,0.150253568864
0.0994442156714,0.534923162091
0.0534501225029,0.56438140248
0.320122232633,0.27977706294
0.37444652974,0.397867511326
0.718054469515,0.45340073631
0.0686265277787,0.175554308752
0.245825991293,0.194173347131
0.168165888459,0.224279926174
0.497622103735,0.443580648108
0.380280109651,0.378553511134
0.699104928143,0.541243446726
0.307568517142,0.52856875541
0.443924450947,0.457855866121
0.257495352462,0.40540471993
0.324201393475,0.355626595101
0.321891696738,0.314640287245
0.117930074758,0.068013529119
0.18254997441,0.203486956196
0.183197557932,0.134938179965
0.155121508597,0.0441644345353
0.102576314133,0.117312341851
0.174617019303,0.358536134952
0.503799572326,0.505946960724
0.542355284579,0.339619874529
0.193540924293,0.283315190578
0.317037915,0.219495285792
0.167915086856,0.183116396064
0.187014825645,0.280627448405
0.49426952224,0.403343986109
0.408594921381,0.300385625876
0.152273401254,0.0729988538975
0.146064055099,0.279803732011
0.553915913142,0.234874898485
0.531730011534,0.484653039637
0.512341069044,0.306325543196
0.157821959338,0.37290880801
0.373692165419,0.347934965163
0.0706702861125,0.0408282995008
0.233148301103,0.482301314904
0.536758672614,0.563640994736
0.692573534773,0.170857520908
0.0578293499223,0.195812908369
0.427275151815,0.346256010279
0.21792805462,0.438799877127
0.489598772019,0.505646440986
0.231625406261,0.188135615195
0.319008353968,0.366008586375
0.390195946893,0.377537742579
0.161208623522,0.119963496727
0.230312944216,0.216436350823
0.373109751259,0.499833721102
0.237478719366,0.229896723513
0.396395391767,0.362108476348
0.283281548128,0.269038956284
0.200856141856,0.277284996011
0.573604378474,0.573604378474
0.572648278595,0.428234449965
0.599738845466,0.556635609091
0.336508862966,0.33837298203
0.185064061869,0.127238421742
0.0886971198996,0.306480048202
0.107753909397,0.0902194146276
0.687478022681,0.667077164199
0.459635761672,0.363009684168
0.24176862777,0.30250334266
0.392071512772,0.470050392199
0.204288072875,0.385944178012
0.353600950152,0.467157237769
0.135249935343,0.24332775092
0.486993342399,0.330908528134
0.44944529404,0.442340547568
0.318274699476,0.283618043707
0.412811968309,0.458513845535
0.145252154326,0.374992457704
0.257475996108,0.258775902879
0.296958888756,0.428518030063
0.414390712846,0.383996827291
0.044699456594,0.0347920215113
0.491441945127,0.462641367816
0.0,0.216277646746
0.23140982201,0.145660252594
0.193980612309,0.243100139801
0.413353456262,0.389508587564
0.335803994238,0.40365347785
0.0408042561665,0.494098681585
0.185241950796,0.19230575644
0.364834636381,0.368229915797
0.185483372874,0.166656870804
0.217603739777,0.309798131954
0.278018969977,0.26540579873
0.314635009086,0.280814349116
0.141387654967,0.15287218595
0.394040897227,0.342640383773
0.145143234808,0.143354491917
0.289275329298,0.34521102149
0.272839256243,0.322971557056
0.0,0.0
0.106961955043,0.174915821536
0.160287325632,0.247131955393
0.4952856475,0.386491306141
0.205973644008,0.384604650618
0.34502899654,0.345898009749
0.306505649641,0.301188551526
0.526489752139,0.520118661627
0.303103443295,0.521158749584
0.507550716988,0.510020349821
0.505909637287,0.507636756725
0.473526040981,0.499073255174
0.243922081007,0.265086955191
0.591780301416,0.550837643509
0.253633907387,0.168761638382
0.513209726258,0.51764946499
0.493946439559,0.383880268235
0.110100618436,0.368786866241
0.525382423632,0.528368317681
0.542430403847,0.311644835857
0.360113184339,0.367306221828
0.348664797678,0.315668783682
0.371690463704,0.378451263151
0.302816507048,0.25812119798
0.24172779858,0.255052267021
0.179921984927,0.13851173145
0.372075646936,0.370265116678
0.365610490906,0.362559540572
0.284924748342,0.565971691243
0.373296688949,0.232425485807
0.28341713662,0.297674002941
0.142795708915,0.210542409819
0.477221905466,0.54888773652
0.174132396335,0.277179388368
0.446639256478,0.41041784445
0.324900252275,0.446202197329
0.727271189488,0.511512690992
0.112439563252,0.0597592997182
0.335366534514,0.25524874335
0.566293878748,0.0
0.132503927438,0.19992830301
0.297179320347,0.0715455794937
0.223976044868,0.34443574338
0.169635590751,0.239997809039
0.4073170858,0.377949005603
0.338553494695,0.407360583809
0.107916296112,0.139172042202
0.202087488198,0.186232969426
0.329514927697,0.180345676126
0.274004065067,0.247305948503
0.265919966631,0.240032676047
0.0,0.157249302542
0.164185548864,0.162950640051
0.143756736035,0.117199005125
0.0295887757914,0.0287584471482
0.346472592255,0.364448337178
0.0320366250585,0.117476045476
0.542877576287,0.501934385019
0.156631303497,0.111106279311
0.154180388164,0.133251511142
0.305282408368,0.237056361219
0.163034807082,0.207737061259
0.169888561901,0.217879624303
0.176006946299,0.176006946299
0.365082951566,0.359046458681
0.125421538306,0.1638678962
0.321710947031,0.321710947031
0.329098893228,0.313633022447
0.0724990888492,0.184321382573
0.222283352419,0.19179798774
0.607105362805,0.582026022117
0.382840887852,0.344894498032
0.391617759687,0.297446191646
0.273086199054,0.295088896172
0.457087894274,0.457087894274
0.525172925241,0.525172925241
0.340495301553,0.265354775134
0.278399704288,0.206212694691
0.156660747797,0.270223923782
0.317098434441,0.282090458506
0.0761435353676,0.402453723393
0.451143167002,0.405286650985
0.30381791676,0.454165469937
0.205273739958,0.390841793426
0.375959976798,0.520575014789
0.4765009407,0.351159577193
0.577764093296,0.583001759163
0.367175081817,0.513768268576
0.396635637075,0.318991389777
0.182408618229,0.319279823277
0.339505503901,0.308513755489
0.587608842113,0.497416091358
0.223742193012,0.261519794703
0.0821841265714,0.138419255891
0.327374993859,0.335116358146
0.0,0.0
0.0409010039389,0.0875917767781
0.408945014069,0.319132579597
0.280316653861,0.299738040154
0.424884831412,0.0
0.291481917655,0.330414783514
0.252336414627,0.132398690197
0.413239943784,0.460660979622
0.422195694742,0.422195694742
0.145811330333,0.419628733892
0.155856984067,0.369620762966
0.390769797932,0.354133136827
0.225656380566,0.183765592535
0.20052644514,0.139188809595
0.0514617745526,0.272147527507
0.0,0.184910038155
0.369077611763,0.354483842164
0.43512374134,0.415080052056
0.358401774743,0.341996412845
0.255359802541,0.510999192834
0.377230330639,0.381682912207
0.221079214096,0.248934073034
0.399894333749,0.376993678827
0.529840143598,0.464418510328
0.230343844825,0.472638699624
0.4273451155,0.417161244496
0.410858182176,0.288888474668
0.330620992291,0.562308353539
0.356142064043,0.322906748392
0.356539635332,0.255886582145
0.294201966995,0.109041182882
0.0420105251474,0.368962985012
0.136282492441,0.398665071401
0.242225614174,0.216371113719
0.499640783623,0.419934476397
0.138477266607,0.116384146299
0.0220409709847,0.293427637696
0.234955178557,0.180736377343
0.257304515474,0.211092139362
0.501376040952,0.344319841146
0.197023428266,0.206260891215
0.427118188102,0.236480470879
0.239834745779,0.34455944324
0.663634859978,0.639457677043
0.159988025247,0.292779187403
0.386912740878,0.275758343264
0.310440096222,0.249794896185
0.198565854233,0.237354945549
0.284480729726,0.58551879938
0.28801172791,0.347954177973
0.163577311472,0.168009611455
0.352119069239,0.222859512132
0.31470699312,0.282050633913
0.316091677306,0.264531954806
0.510571014008,0.447775216534
0.0,0.0
0.384204756548,0.305661943825
0.330441790202,0.373332777468
0.391319821598,0.257363916549
0.177563407978,0.178339391797
0.417161776663,0.350027705451
0.341849547802,0.205012777861
0.159527477096,0.0135563164547
0.170066971348,0.275176741164
0.143140874683,0.181224112761
0.612354932995,0.537484754119
0.388746636271,0.233604649239
0.259587037764,0.22499133178
0.268862214247,0.225881674487
0.229120757065,0.477529014545
0.404365907465,0.395150690466
0.325245289586,0.0
0.140015185511,0.264206199486
0.614844281275,0.616223795103
0.18127951039,0.191485762482
0.340792211497,0.409223660506
0.275539604172,0.267232277497
0.508506481262,0.439310415987
0.388240741911,0.34624376484
0.318456852869,0.312547604001
0.216428293753,0.501355233243
0.249394824435,0.340443304183
0.562859945116,0.567636894089
0.113762811369,0.276005227884
0.455657045423,0.481529285236
0.455253088102,0.257192995756
0.520312731144,0.532958493015
0.640960327848,0.428395893279
0.373155601943,0.285291708179
0.309496466697,0.333630983023
0.239742784876,0.357211267717
0.386686069299,0.4440679902
0.388320549405,0.17017945062
0.637741842361,0.585865333107
0.0,0.145310103816
0.0973434225781,0.278975760043
0.358326134801,0.276474662379
0.413196741117,0.516894026345
0.0410842360582,0.3076535647
0.298192903573,0.218558574624
0.373590650036,0.313797582181
